Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
satend_heath_456d4e5d	n	After a short while, an employee enters through the curtains.	game/story/weekend/saturdayend.rpy	176	n "[what]"
satend_heath_b7a644ed	cw	Welcome, Aperture employees!	game/story/weekend/saturdayend.rpy	178	cw "[what]"
satend_heath_cae97958	cw	Just a reminder that if you are here and aren't an Aperture employee, we do have cause to escort you and erase your memory of this facility.	game/story/weekend/saturdayend.rpy	179	cw "[what]"
satend_heath_b27bf510	cw	Anyways!	game/story/weekend/saturdayend.rpy	180	cw "[what]"
satend_heath_a8cd15e1	cw	Today is the Saturday open mic, and we have several performers here, some new, some returning.	game/story/weekend/saturdayend.rpy	181	cw "[what]"
satend_heath_e80e9fc1	cw	Please sit back and relax, if you can, and enjoy!	game/story/weekend/saturdayend.rpy	182	cw "[what]"
satend_heath_0fc55b53	cw	Brought to you by the Employee Morale Program.	game/story/weekend/saturdayend.rpy	183	cw "[what]"
satend_heath_2f277275	n	The room gently applauds him as he exits the stage.	game/story/weekend/saturdayend.rpy	185	n "[what]"
satend_heath_d8f0a96b	n	The first few showcases are interesting, though not what you came here for.	game/story/weekend/saturdayend.rpy	186	n "[what]"
satend_heath_9a8829ee	n	Someone brings a turret onstage and does a duet with it.	game/story/weekend/saturdayend.rpy	187	n "[what]"
satend_heath_cb393f5e	n	Another person shows off an infinite backflip using a portal gun.	game/story/weekend/saturdayend.rpy	188	n "[what]"
satend_heath_d532be68	n	Yet another performs slam poetry about feeling trapped in their cubicle.	game/story/weekend/saturdayend.rpy	189	n "[what]"
satend_heath_fe8acfda	n	All in all, it's very interesting.	game/story/weekend/saturdayend.rpy	190	n "[what]"
satend_heath_516f4a1b	cw	Next up - Magic Core, Heath!	game/story/weekend/saturdayend.rpy	192	cw "[what]"
satend_heath_0be2892e	n	The room applauds gently once more, and Heath comes out through the curtains.	game/story/weekend/saturdayend.rpy	193	n "[what]"
satend_heath_e582c7ce		The scene fades to Heath on the stage, the view framed by dark blue curtains.	game/story/weekend/saturdayend.rpy	205	"[what]"
satend_heath_0afc3689		She approaches the microphone, and a spotlight comes up on her.	game/story/weekend/saturdayend.rpy	206	"[what]"
satend_heath_3bae6d33	h	Hello, Aperture! I'm glad to be on this stage once more!	game/story/weekend/saturdayend.rpy	207	h "[what]"
satend_heath_df5548fc	h	Say - I was just in the cafeteria the other day, and - just so you know - I'm allergic to peanuts.	game/story/weekend/saturdayend.rpy	208	h "[what]"
satend_heath_1d5973f4		The room is silent. A single cough.	game/story/weekend/saturdayend.rpy	209	"[what]"
satend_heath_b1616288	h	I asked the chef if the cake they were serving had nuts in it - he said no!	game/story/weekend/saturdayend.rpy	210	h "[what]"
satend_heath_d635bce9	h	When I took a bite, I immediately had to spit it out!	game/story/weekend/saturdayend.rpy	211	h "[what]"
satend_heath_fbfd8ba4	h	I guess you could say... the cake was a lie!	game/story/weekend/saturdayend.rpy	212	h "[what]"
satend_heath_0235548e		A single chuckle. You don't get it.	game/story/weekend/saturdayend.rpy	213	"[what]"
satend_heath_b10602d8		Maybe the joke would make more sense if a human told it?	game/story/weekend/saturdayend.rpy	214	"[what]"
satend_heath_21d963e2	h	You know, Aperture was built in a giant salt mine.	game/story/weekend/saturdayend.rpy	215	h "[what]"
satend_heath_7467c01a	h	I guess they didn't call him "CAVE" Johnson for nothing!	game/story/weekend/saturdayend.rpy	216	h "[what]"
satend_heath_02790c8f		A couple more laughs.	game/story/weekend/saturdayend.rpy	217	"[what]"
satend_heath_b61aecd8		That one was pretty good.	game/story/weekend/saturdayend.rpy	218	"[what]"
satend_heath_7ed9b454	h	Okay, okay, give me one more chance - this one's a good one.	game/story/weekend/saturdayend.rpy	219	h "[what]"
satend_heath_96289133	h	What does a robot do after a one-night stand?	game/story/weekend/saturdayend.rpy	220	h "[what]"
satend_heath_12faa6ac		Silence. Bated breath.	game/story/weekend/saturdayend.rpy	221	"[what]"
satend_heath_808167d0	h	He nuts and bolts!	game/story/weekend/saturdayend.rpy	222	h "[what]"
satend_heath_83d4a703		You laugh. A good bit of laughter fills the room.	game/story/weekend/saturdayend.rpy	223	"[what]"
satend_heath_a494985c		Heath looks very happy.	game/story/weekend/saturdayend.rpy	224	"[what]"
satend_heath_9ca74e8f		She continues for a bit, and her jokes get more laughter each time.	game/story/weekend/saturdayend.rpy	225	"[what]"
satend_heath_0e52cff6		Eventually, she takes her bow.	game/story/weekend/saturdayend.rpy	226	"[what]"
satend_heath_7a3291bf	h	Thank you, thank you! I'll be here next week with some more!	game/story/weekend/saturdayend.rpy	231	h "[what]"
satend_heath_9d3a1f48	n	Gentle clapping fills the room again. Heath disappears into the curtains.	game/story/weekend/saturdayend.rpy	232	n "[what]"
satend_heath_255d3c90	n	She suddenly appears out from a wall beside you.	game/story/weekend/saturdayend.rpy	234	n "[what]"
satend_heath_b7c8fd6a	mc	Heath! I didn't know the walls in here were panels...	game/story/weekend/saturdayend.rpy	236	mc "[what]"
satend_heath_afc2cbf4	h	Haha, yeah, they're disguised as wood, but they're actually hiding a bunch of management rails back here.	game/story/weekend/saturdayend.rpy	238	h "[what]"
satend_heath_481f7e48	h	So! What'd you think of my show?	game/story/weekend/saturdayend.rpy	239	h "[what]"
satend_heath_7926bdd1	mc	I didn't know you told jokes on top of doing magic. I thought you were going to perform some tricks.	game/story/weekend/saturdayend.rpy	240	mc "[what]"
satend_heath_ef13f332	h	Ah, haha, I like to experiment with what I do each time.	game/story/weekend/saturdayend.rpy	242	h "[what]"
satend_heath_11fdb519	extend		game/story/weekend/saturdayend.rpy	245	extend "[what]" nointeract
satend_heath_2ecb7634	h	Ah, yeah, I'm always a little nervous to start.	game/story/weekend/saturdayend.rpy	250	h "[what]"
satend_heath_4130a4f0	mc	You? Nervous?	game/story/weekend/saturdayend.rpy	251	mc "[what]"
satend_heath_f082080f	h	Don't tell anyone!	game/story/weekend/saturdayend.rpy	253	h "[what]"
satend_heath_0f9ed24f	h	I'm glad you liked the show. Thanks for coming, Doctor.	game/story/weekend/saturdayend.rpy	254	h "[what]"
satend_heath_5f56c549	h	As soon as I came out, I looked around for you. I was so happy to see you in the audience.	game/story/weekend/saturdayend.rpy	256	h "[what]"
satend_heath_965d6113	mc	Heath, I...	game/story/weekend/saturdayend.rpy	257	mc "[what]"
satend_heath_7ec031d4	h	Ah! Hahaha! I should go! Need my beauty sleep!	game/story/weekend/saturdayend.rpy	259	h "[what]"
satend_heath_4d39a10e	h	And I think my chassis is - overheating.	game/story/weekend/saturdayend.rpy	261	h "[what]"
satend_heath_2bc74202	mc	But -	game/story/weekend/saturdayend.rpy	262	mc "[what]"
satend_heath_53285068	n	And she's gone.	game/story/weekend/saturdayend.rpy	264	n "[what]"
satend_heath_c3c7a837	n	You get up, compose yourself, and head back to your room to end the night.	game/story/weekend/saturdayend.rpy	265	n "[what]"
satend_aspen_e905bb4a	n	You enter into the greenhouse, which much darker inside than usual.	game/story/weekend/saturdayend.rpy	272	n "[what]"
satend_aspen_2f6267f2	n	It's almost dead-silent - no hissing of sprinklers or whirring of Aspen's management rail.	game/story/weekend/saturdayend.rpy	273	n "[what]"
satend_aspen_d5b69d3b	n	It's a little terrifying.	game/story/weekend/saturdayend.rpy	274	n "[what]"
satend_aspen_c0123f08	mc	Aspen?	game/story/weekend/saturdayend.rpy	276	mc "[what]"
satend_aspen_f3096b35	n	Silence. You wonder if they decided to just call it a night.	game/story/weekend/saturdayend.rpy	278	n "[what]"
satend_aspen_151ced18	mc	Aspen, I'm -	game/story/weekend/saturdayend.rpy	280	mc "[what]"
satend_aspen_656acedd	n	You step forward and look to your left. The door that's usually closed on the far side of the room is now open, and a soft blue light is emanating from within.	game/story/weekend/saturdayend.rpy	282	n "[what]"
satend_aspen_37fa1589	n	You approach the door cautiously.	game/story/weekend/saturdayend.rpy	283	n "[what]"
satend_aspen_c0123f08_1	mc	Aspen?	game/story/weekend/saturdayend.rpy	285	mc "[what]"
satend_aspen_c50e0945	n	You step into the room to see Aspen looking down at a water pool.	game/story/weekend/saturdayend.rpy	288	n "[what]"
satend_aspen_08944619	n	Manufactured waves ebb and flow across the surface, moving the algae.	game/story/weekend/saturdayend.rpy	289	n "[what]"
satend_aspen_61048a54	a	Doctor! Glad you could make it.	game/story/weekend/saturdayend.rpy	291	a "[what]"
satend_aspen_70c2dbf4	a	Isn't it beautiful? Haha.	game/story/weekend/saturdayend.rpy	292	a "[what]"
satend_aspen_698d7569	mc	Wow.	game/story/weekend/saturdayend.rpy	294	mc "[what]"
satend_aspen_11df6f7d	n	The algae glow a vibrant blue-green light, unlike anything you've ever seen.	game/story/weekend/saturdayend.rpy	296	n "[what]"
satend_aspen_cddf842f		The scene fades to Aspen looking down at the algae. Motes of colored light drift up into the air, illuminating them.	game/story/weekend/saturdayend.rpy	307	"[what]"
satend_aspen_0d442d31	acg	I mean, I'm sure you've seen things glow before, but... this is different, yes?	game/story/weekend/saturdayend.rpy	308	acg "[what]"
satend_aspen_74e00ea6	acg	Pyrodinium bahamense. That's their binomial name.	game/story/weekend/saturdayend.rpy	309	acg "[what]"
satend_aspen_6c3dc112	acg	But a lot of us just refer to them by their superclass.	game/story/weekend/saturdayend.rpy	310	acg "[what]"
satend_aspen_2fb92e64	acg	I personally think using their full name can be important...	game/story/weekend/saturdayend.rpy	311	acg "[what]"
satend_aspen_cf00b29e	acg	They're on loan to us from Marine Studies. We generally don't carry much sea life in Botany.	game/story/weekend/saturdayend.rpy	312	acg "[what]"
satend_aspen_5f492991	acg	It's a rare treat.	game/story/weekend/saturdayend.rpy	313	acg "[what]"
satend_aspen_18761978	acg	I'm glad you're here.	game/story/weekend/saturdayend.rpy	314	acg "[what]"
satend_aspen_6adf79f0	mccut	Aspen, this... is beautiful.	game/story/weekend/saturdayend.rpy	316	mccut "[what]"
satend_aspen_cb8779cd	a	I'm really happy you could make it. I was excited to show you this.	game/story/weekend/saturdayend.rpy	322	a "[what]"
satend_aspen_2691878b	a	You've shown a lot of interest in plant life, something I'm really passionate about...	game/story/weekend/saturdayend.rpy	323	a "[what]"
satend_aspen_1d540369	a	I just hope you know that I really appreciate you, Doctor.	game/story/weekend/saturdayend.rpy	325	a "[what]"
satend_aspen_0db45aa6	mc	I appreciate you too, Aspen. It's been wonderful to learn what little you've shown me.	game/story/weekend/saturdayend.rpy	327	mc "[what]"
satend_aspen_74c62bb3	mc	I'd honestly be interested in hearing even more.	game/story/weekend/saturdayend.rpy	328	mc "[what]"
satend_aspen_52e60b55	a	It's such a shame that you're only here for one more week.	game/story/weekend/saturdayend.rpy	331	a "[what]"
satend_aspen_eb003a08	a	I have so much I could tell you...	game/story/weekend/saturdayend.rpy	332	a "[what]"
satend_aspen_2d0ea9db	mc	I promise I'll come by and visit. Then you can tell me as much as you'd like.	game/story/weekend/saturdayend.rpy	335	mc "[what]"
satend_aspen_e730c216	a	No, that can't work. Once you're back in Manufacturing, you won't be permitted to come into the greenhouse.	game/story/weekend/saturdayend.rpy	337	a "[what]"
satend_aspen_83fb4a3b	a	And I'm not permitted to leave...	game/story/weekend/saturdayend.rpy	339	a "[what]"
satend_aspen_f170fb6d	a	Which just means I'll need to take every opportunity I can to teach you!	game/story/weekend/saturdayend.rpy	341	a "[what]"
satend_aspen_e3ad3aef	n	Under the light of the algae, Aspen begins rattling off about every botany fact they can think of.	game/story/weekend/saturdayend.rpy	344	n "[what]"
satend_aspen_27ca0b5a	n	It's a lot. How they know so much, you'll never understand.	game/story/weekend/saturdayend.rpy	346	n "[what]"
satend_aspen_e8a446aa	n	You suppose it's just the passion they have for the craft.	game/story/weekend/saturdayend.rpy	347	n "[what]"
satend_aspen_00d94bb6	n	Before long, you've been here for over an hour, just listening to them.	game/story/weekend/saturdayend.rpy	348	n "[what]"
satend_aspen_166b130f	a	Oh, uh, Doctor, I'm incredibly sorry, it seems I've kept you here way too late.	game/story/weekend/saturdayend.rpy	351	a "[what]"
satend_aspen_0b79609e	mc	Ah, yes. I didn't realize how tired I was until just now, haha.	game/story/weekend/saturdayend.rpy	353	mc "[what]"
satend_aspen_77deace1	a	I know you need your rest and everything, so...	game/story/weekend/saturdayend.rpy	355	a "[what]"
satend_aspen_deb0b7f5	a	Thank you. Again. For visiting me. It's always... so good to be with you.	game/story/weekend/saturdayend.rpy	357	a "[what]"
satend_aspen_b11bd3a1	a	I can't wait to see you again on Monday.	game/story/weekend/saturdayend.rpy	358	a "[what]"
satend_aspen_05dda99f	mc	Likewise.	game/story/weekend/saturdayend.rpy	360	mc "[what]"
satend_aspen_aa4a6f3d	n	You hesistate, but leave the greenhouse behind and head to bed.	game/story/weekend/saturdayend.rpy	362	n "[what]"
satend_rob_c5279457	n	You approach the door to the gym. It's mostly dark through the window, although you can see a faint light through the frosted glass.	game/story/weekend/saturdayend.rpy	369	n "[what]"
satend_rob_4c100b70	n	On the door is a sign that says "CLOSED FOR REPAIRS".	game/story/weekend/saturdayend.rpy	370	n "[what]"
satend_rob_3fe7fe09	mc	Yeah, right.	game/story/weekend/saturdayend.rpy	371	mc "[what]"
satend_rob_81c14d8a	n	You knock.	game/story/weekend/saturdayend.rpy	373	n "[what]"
satend_rob_66f2a3f2	r	Uh, sorry? We're closed? The sign - hello??	game/story/weekend/saturdayend.rpy	375	r "[what]"
satend_rob_7e1f17f2	mc	Rob, it's me.	game/story/weekend/saturdayend.rpy	377	mc "[what]"
satend_rob_2bbed700	r	Ah - agh!! Doctor! One sec, one sec...	game/story/weekend/saturdayend.rpy	379	r "[what]"
satend_rob_1bb81e35	n	There's a bit of light crashing before you hear the whirring of a door lock.	game/story/weekend/saturdayend.rpy	381	n "[what]"
satend_rob_34edc2d4	r	Should be open now, come on in!	game/story/weekend/saturdayend.rpy	382	r "[what]"
satend_rob_50d81bea	n	You open the door and step in.	game/story/weekend/saturdayend.rpy	384	n "[what]"
satend_rob_722b6b66	n	Just like you thought, the faint light you saw from outside the window was, in fact, the TV.	game/story/weekend/saturdayend.rpy	386	n "[what]"
satend_rob_94d65c73	r	Glad ya came, Doc. I was just about to start the game.	game/story/weekend/saturdayend.rpy	389	r "[what]"
satend_rob_7acb5c91	r	Take a seat! Take a seat.	game/story/weekend/saturdayend.rpy	390	r "[what]"
satend_rob_1d6b5482	n	You sit down and look up at the TV.	game/story/weekend/saturdayend.rpy	392	n "[what]"
satend_rob_545adf88	mc	I've been meaning to ask why your TVs are in such a weird aspect ratio.	game/story/weekend/saturdayend.rpy	393	mc "[what]"
satend_rob_e94cfd18	mc	Isn't that the same size most of the new monitors are?	game/story/weekend/saturdayend.rpy	394	mc "[what]"
satend_rob_42a2db51	r	Ah, yeah. The boss wanted this newly-invented "widescreen" put into everything - our TVs, monitors...	game/story/weekend/saturdayend.rpy	397	r "[what]"
satend_rob_f88bdaee	r	That man loved anything with "science" in it...	game/story/weekend/saturdayend.rpy	398	r "[what]"
satend_rob_e4013867	r	Another reason barely anyone comes in here. Everyone's too obsessed with science thanks to that brute.	game/story/weekend/saturdayend.rpy	399	r "[what]"
satend_rob_5247dc3b	mc	Well, not everyone. I'm more interested in engineering than whatever they do up in Testing.	game/story/weekend/saturdayend.rpy	401	mc "[what]"
satend_rob_4e91f8a1	r	Prolly why you and I get along so well.	game/story/weekend/saturdayend.rpy	404	r "[what]"
satend_rob_4fdb26fd	r	Anyway, the people up on the surface still haven't all switched over to widescreen, so...	game/story/weekend/saturdayend.rpy	405	r "[what]"
satend_rob_3afc3145	r	...all my programs are still in the usual 4 by 3. Sorry.	game/story/weekend/saturdayend.rpy	406	r "[what]"
satend_rob_13562dd1	mc	Oh no, it's okay.	game/story/weekend/saturdayend.rpy	408	mc "[what]"
